Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.069700241088867	0	25.0243902439	12.3297929974	57.0	11.0	25.0243902439	12.3297929974	1026	1026
3.6077897548675537	1	23.2790697674	10.2737542817	53.0	10.0	23.2790697674	10.2737542817	1001	2027
4.11912989616394	2	27.4324324324	15.0504386944	71.0	11.0	27.4324324324	15.0504386944	1015	3042
4.519580125808716	3	23.9285714286	11.7319118264	50.0	10.0	23.9285714286	11.7319118264	1005	4047
5.139603853225708	4	25.6666666667	16.5782268906	80.0	10.0	25.6666666667	16.5782268906	1001	5048
5.683418273925781	5	23.9047619048	11.1393971022	64.0	10.0	23.9047619048	11.1393971022	1004	6052
6.124478578567505	6	23.511627907	11.5524528615	57.0	10.0	23.511627907	11.5524528615	1011	7063
6.768288612365723	7	20.52	7.79035300869	39.0	10.0	20.52	7.79035300869	1026	8089
7.313627243041992	8	26.1219512195	15.0417226601	83.0	11.0	26.1219512195	15.0417226601	1071	9160
7.685141324996948	9	25.3	15.3235113469	67.0	9.0	25.3	15.3235113469	1012	10172
8.611261367797852	10	26.3684210526	12.6749256255	59.0	9.0	26.3684210526	12.6749256255	1002	11174
9.00545334815979	11	26.675	18.2816677303	86.0	9.0	26.675	18.2816677303	1067	12241
9.38977861404419	12	22.5555555556	12.6623774414	68.0	8.0	22.5555555556	12.6623774414	1015	13256
9.758875608444214	13	24.8292682927	10.992020252	59.0	10.0	24.8292682927	10.992020252	1018	14274
10.136462450027466	14	27.3243243243	17.9625045717	96.0	11.0	27.3243243243	17.9625045717	1011	15285
10.562636613845825	15	22.0217391304	11.8734067681	63.0	9.0	22.0217391304	11.8734067681	1013	16298
10.948286294937134	16	25.2	17.3554026171	70.0	9.0	25.2	17.3554026171	1008	17306
11.329729080200195	17	23.1136363636	11.5919562807	66.0	9.0	23.1136363636	11.5919562807	1017	18323
11.70984411239624	18	23.6279069767	12.4471408052	67.0	10.0	23.6279069767	12.4471408052	1016	19339
12.10007095336914	19	26.5789473684	15.7373701724	63.0	10.0	26.5789473684	15.7373701724	1010	20349
13.41373085975647	20	21.8260869565	10.113065909	66.0	9.0	21.8260869565	10.113065909	1004	21353
13.77150559425354	21	26.6315789474	11.7146355889	58.0	10.0	26.6315789474	11.7146355889	1012	22365
14.120996713638306	22	19.7254901961	7.31390947569	36.0	10.0	19.7254901961	7.31390947569	1006	23371
14.688495635986328	23	23.1818181818	14.5715674693	93.0	9.0	23.1818181818	14.5715674693	1020	24391
15.135275840759277	24	23.0454545455	13.9462516069	79.0	9.0	23.0454545455	13.9462516069	1014	25405
15.670324802398682	25	26.3684210526	14.0570661247	69.0	10.0	26.3684210526	14.0570661247	1002	26407
16.179749488830566	26	22.7333333333	8.12239701894	45.0	11.0	22.7333333333	8.12239701894	1023	27430
