Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
59.06592130661011	0	22.2888888889	9.44603908106	45.0	10.0	22.2888888889	9.44603908106	1003	1003
59.92936706542969	1	22.1063829787	12.4186442583	54.0	10.0	22.1063829787	12.4186442583	1039	2042
60.784541845321655	2	23.0888888889	14.2217708262	81.0	10.0	23.0888888889	14.2217708262	1039	3081
61.36568474769592	3	21.0208333333	11.5460844433	62.0	9.0	21.0208333333	11.5460844433	1009	4090
61.9308557510376	4	23.5348837209	15.6418473262	104.0	10.0	23.5348837209	15.6418473262	1012	5102
62.722795248031616	5	21.4680851064	14.7674902632	81.0	9.0	21.4680851064	14.7674902632	1009	6111
63.21598267555237	6	21.0833333333	10.164958873	73.0	10.0	21.0833333333	10.164958873	1012	7123
63.851686000823975	7	24.5581395349	17.0952221335	99.0	9.0	24.5581395349	17.0952221335	1056	8179
64.76168704032898	8	22.1304347826	11.7373589646	77.0	9.0	22.1304347826	11.7373589646	1018	9197
65.63874983787537	9	21.8043478261	12.7733070268	79.0	8.0	21.8043478261	12.7733070268	1003	10200
