Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.3622119426727295	0	21.3404255319	14.3189750551	79.0	9.0	21.3404255319	14.3189750551	1003	1003
1.7547533512115479	1	20.6734693878	10.8013373229	55.0	9.0	20.6734693878	10.8013373229	1013	2016
2.196624517440796	2	22.3695652174	12.0205597346	70.0	9.0	22.3695652174	12.0205597346	1029	3045
2.6378285884857178	3	23.5581395349	11.4207121628	58.0	10.0	23.5581395349	11.4207121628	1013	4058
3.103071451187134	4	22.1956521739	9.94467208286	61.0	10.0	22.1956521739	9.94467208286	1021	5079
3.4866280555725098	5	21.6170212766	10.7812942646	54.0	9.0	21.6170212766	10.7812942646	1016	6095
3.9458484649658203	6	24.8780487805	16.0763348601	76.0	10.0	24.8780487805	16.0763348601	1020	7115
4.388976335525513	7	25.2	10.397595876	51.0	9.0	25.2	10.397595876	1008	8123
4.8096020221710205	8	24.8048780488	15.8840609052	85.0	8.0	24.8048780488	15.8840609052	1017	9140
5.475289821624756	9	22.8444444444	10.0906019104	50.0	9.0	22.8444444444	10.0906019104	1028	10168
7.130500793457031	10	22.0	11.8853216013	59.0	9.0	22.0	11.8853216013	1012	11180
7.631190776824951	11	25.8717948718	12.3790134381	60.0	9.0	25.8717948718	12.3790134381	1009	12189
8.173595190048218	12	21.52	17.0789226827	89.0	9.0	21.52	17.0789226827	1076	13265
8.666721820831299	13	22.7727272727	9.34165557734	60.0	9.0	22.7727272727	9.34165557734	1002	14267
9.132964134216309	14	19.7058823529	8.49519845386	48.0	8.0	19.7058823529	8.49519845386	1005	15272
9.617358684539795	15	23.6511627907	14.2271991735	72.0	9.0	23.6511627907	14.2271991735	1017	16289
10.127562284469604	16	20.9375	8.43703702434	52.0	11.0	20.9375	8.43703702434	1005	17294
10.551790714263916	17	20.9583333333	11.3852212929	59.0	9.0	20.9583333333	11.3852212929	1006	18300
10.942816495895386	18	19.25	8.95045121338	47.0	9.0	19.25	8.95045121338	1001	19301
11.449170112609863	19	23.8571428571	16.5767643298	110.0	8.0	23.8571428571	16.5767643298	1002	20303
12.836966276168823	20	21.8043478261	12.1236735092	78.0	9.0	21.8043478261	12.1236735092	1003	21306
13.285490989685059	21	21.7234042553	12.5659149368	66.0	9.0	21.7234042553	12.5659149368	1021	22327
13.817927122116089	22	21.8695652174	12.4684099883	71.0	9.0	21.8695652174	12.4684099883	1006	23333
14.25901174545288	23	19.6666666667	9.0589932927	57.0	10.0	19.6666666667	9.0589932927	1003	24336
14.683743238449097	24	22.9090909091	12.5658595586	60.0	10.0	22.9090909091	12.5658595586	1008	25344
15.147815942764282	25	22.2444444444	10.274359792	58.0	9.0	22.2444444444	10.274359792	1001	26345
15.609219551086426	26	23.1590909091	13.2526895758	66.0	9.0	23.1590909091	13.2526895758	1019	27364
16.066628456115723	27	22.4	12.663859338	72.0	10.0	22.4	12.663859338	1008	28372
16.49323868751526	28	18.8703703704	8.05087134989	49.0	10.0	18.8703703704	8.05087134989	1019	29391
16.998391151428223	29	21.9565217391	11.9509077729	64.0	8.0	21.9565217391	11.9509077729	1010	30401
18.415640354156494	30	22.4	12.5793481548	67.0	10.0	22.4	12.5793481548	1008	31409
18.860296726226807	31	23.3720930233	13.5886807475	75.0	11.0	23.3720930233	13.5886807475	1005	32414
19.261418342590332	32	18.9433962264	8.14819135931	43.0	9.0	18.9433962264	8.14819135931	1004	33418
19.6922709941864	33	24.5952380952	13.3382006422	61.0	11.0	24.5952380952	13.3382006422	1033	34451
20.203972101211548	34	23.8409090909	14.0047770775	58.0	9.0	23.8409090909	14.0047770775	1049	35500
20.65874481201172	35	23.9523809524	13.3504991541	86.0	9.0	23.9523809524	13.3504991541	1006	36506
21.09452748298645	36	23.4186046512	10.6819398947	51.0	9.0	23.4186046512	10.6819398947	1007	37513
21.515341997146606	37	26.3684210526	17.312029667	90.0	11.0	26.3684210526	17.312029667	1002	38515
21.96955442428589	38	19.1886792453	9.23090911889	50.0	9.0	19.1886792453	9.23090911889	1017	39532
22.366025924682617	39	23.511627907	12.2747085278	57.0	9.0	23.511627907	12.2747085278	1011	40543
23.896262884140015	40	21.7659574468	8.95666343166	53.0	11.0	21.7659574468	8.95666343166	1023	41566
24.38794445991516	41	19.6730769231	9.42321428471	55.0	10.0	19.6730769231	9.42321428471	1023	42589
24.86195969581604	42	23.6046511628	10.3162539056	60.0	11.0	23.6046511628	10.3162539056	1015	43604
25.370104551315308	43	24.0	11.6985957643	64.0	9.0	24.0	11.6985957643	1008	44612
25.816858530044556	44	20.9375	9.47893772617	57.0	10.0	20.9375	9.47893772617	1005	45617
26.24697995185852	45	23.5581395349	11.696356669	56.0	9.0	23.5581395349	11.696356669	1013	46630
26.68715000152588	46	20.78	8.90233677188	52.0	9.0	20.78	8.90233677188	1039	47669
27.117300510406494	47	22.1086956522	11.7329492583	62.0	9.0	22.1086956522	11.7329492583	1017	48686
