Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	loss_
259.70972537994385	0	21.7835497835	11.3116377817	73.0	9.0	21.7835497835	11.3116377817	5032	5032	19.1438
263.4537179470062	1	23.5117370892	11.6464386661	76.0	9.0	23.5117370892	11.6464386661	5008	10040	20.1596
265.5441973209381	2	24.4292682927	14.7119039888	94.0	9.0	24.4292682927	14.7119039888	5008	15048	22.8913
267.7047655582428	3	24.3155339806	12.531608636	62.0	8.0	24.3155339806	12.531608636	5009	20057	21.1358
270.06040024757385	4	25.8717948718	12.2394475474	65.0	8.0	25.8717948718	12.2394475474	5045	25102	21.6756
272.3608214855194	5	28.0391061453	14.526555582	80.0	10.0	28.0391061453	14.526555582	5019	30121	24.2006
274.42109179496765	6	30.5548780488	18.6073854498	107.0	10.0	30.5548780488	18.6073854498	5011	35132	28.2421
276.6495101451874	7	30.1325301205	17.2625167331	99.0	9.0	30.1325301205	17.2625167331	5002	40134	27.0878
278.7574779987335	8	29.9047619048	17.6362850043	110.0	9.0	29.9047619048	17.6362850043	5024	45158	27.0983
281.2390933036804	9	35.5744680851	23.2324772808	130.0	8.0	35.5744680851	23.2324772808	5016	50174	33.8482
541.0866053104401	10	34.8958333333	19.38488771	101.0	10.0	34.8958333333	19.38488771	5025	55199	30.4382
543.414698600769	11	36.8161764706	20.9077814834	102.0	11.0	36.8161764706	20.9077814834	5007	60206	32.2617
545.7078046798706	12	37.6240601504	21.4285318559	97.0	12.0	37.6240601504	21.4285318559	5004	65210	32.9119
547.8095479011536	13	39.9841269841	27.07631312	149.0	10.0	39.9841269841	27.07631312	5038	70248	38.3626
550.1244351863861	14	41.5041322314	24.565353539	146.0	10.0	41.5041322314	24.565353539	5022	75270	36.6855
552.6015741825104	15	42.1764705882	23.0113771856	121.0	11.0	42.1764705882	23.0113771856	5019	80289	35.7578
555.0411691665649	16	42.5508474576	26.066927373	122.0	9.0	42.5508474576	26.066927373	5021	85310	38.118
557.2553534507751	17	46.9345794393	27.3083024683	137.0	11.0	46.9345794393	27.3083024683	5022	90332	40.6606
559.4290690422058	18	51.303030303	30.7227598144	169.0	13.0	51.303030303	30.7227598144	5079	95411	44.918
561.6389286518097	19	48.0666666667	27.5927066508	125.0	11.0	48.0666666667	27.5927066508	5047	100458	41.1237
820.7171587944031	20	55.1758241758	33.8674187515	153.0	14.0	55.1758241758	33.8674187515	5021	105479	48.6739
822.6522336006165	21	53.3829787234	31.8601019028	153.0	12.0	53.3829787234	31.8601019028	5018	110497	46.3433
824.7920038700104	22	52.9583333333	33.3828538408	177.0	12.0	52.9583333333	33.3828538408	5084	115581	47.1352
826.9323039054871	23	51.1734693878	28.4576396651	136.0	13.0	51.1734693878	28.4576396651	5015	120596	42.1688
829.1008675098419	24	59.1764705882	38.740213632	200.0	13.0	59.1764705882	38.740213632	5030	125626	53.0479
831.2361788749695	25	62.55	37.6725695965	194.0	12.0	62.55	37.6725695965	5004	130630	53.6972
833.402672290802	26	64.5	35.8957714816	200.0	13.0	64.5	35.8957714816	5031	135661	52.8889
835.4860475063324	27	62.5125	37.4969977965	185.0	16.0	62.5125	37.4969977965	5001	140662	52.9686
837.6368906497955	28	76.0454545455	45.1691876133	200.0	11.0	76.0454545455	45.1691876133	5019	145681	63.7723
839.8327865600586	29	73.9117647059	43.0972686777	193.0	16.0	73.9117647059	43.0972686777	5026	150707	61.5047
1101.04358959198	30	68.2837837838	42.1962981181	197.0	17.0	68.2837837838	42.1962981181	5053	155760	58.1452
1103.237343788147	31	74.5942028986	38.2180315742	184.0	15.0	74.5942028986	38.2180315742	5147	160907	57.5233
1105.4738302230835	32	88.0877192982	46.4506078754	200.0	13.0	88.0877192982	46.4506078754	5021	165928	68.3888
1107.7049503326416	33	92.3272727273	49.8171400024	200.0	28.0	92.3272727273	49.8171400024	5078	171006	73.0227
1110.2132980823517	34	86.4310344828	44.8838009596	200.0	16.0	86.4310344828	44.8838009596	5013	176019	66.9041
1112.465395450592	35	92.6296296296	44.4244245034	200.0	23.0	92.6296296296	44.4244245034	5002	181021	69.0446
1114.6910893917084	36	107.106382979	50.4546284668	200.0	26.0	107.106382979	50.4546284668	5034	186055	78.7967
1117.188206911087	37	102.24	49.3581036913	200.0	30.0	102.24	49.3581036913	5112	191167	75.4496
1119.6652429103851	38	93.4259259259	47.5541024642	200.0	26.0	93.4259259259	47.5541024642	5045	196212	70.6262
1122.6417405605316	39	119.69047619	53.0626261153	200.0	23.0	119.69047619	53.0626261153	5027	201239	85.3186
1383.9014415740967	40	114.704545455	48.2420881622	200.0	35.0	114.704545455	48.2420881622	5047	206286	80.6569
1386.2326436042786	41	114.022727273	57.6614289847	200.0	28.0	114.022727273	57.6614289847	5017	211303	85.6067
1388.504499912262	42	115.863636364	52.9457659519	200.0	14.0	115.863636364	52.9457659519	5098	216401	83.3214
1390.800464630127	43	113.818181818	55.4286079431	200.0	27.0	113.818181818	55.4286079431	5008	221409	84.2391
1393.046898841858	44	138.594594595	47.7161989942	200.0	23.0	138.594594595	47.7161989942	5128	226537	92.4323
1395.4408068656921	45	155.787878788	38.2509715272	200.0	62.0	155.787878788	38.2509715272	5141	231678	98.2942
1397.6299526691437	46	144.657142857	55.3771189764	200.0	30.0	144.657142857	55.3771189764	5063	236741	98.0483
1399.9039421081543	47	140.638888889	63.1027173115	200.0	13.0	140.638888889	63.1027173115	5063	241804	99.5087
1402.2705326080322	48	148.235294118	49.2341696407	200.0	21.0	148.235294118	49.2341696407	5040	246844	97.8895
1404.646014213562	49	162.290322581	40.5273253484	200.0	58.0	162.290322581	40.5273253484	5031	251875	102.902
1663.8464753627777	50	173.068965517	34.9747998288	200.0	54.0	173.068965517	34.9747998288	5019	256894	106.65
1666.0965039730072	51	165.387096774	49.1729517961	200.0	23.0	165.387096774	49.1729517961	5127	262021	107.639
1668.366793870926	52	159.40625	46.0610053184	200.0	29.0	159.40625	46.0610053184	5101	267122	101.77
1670.6461610794067	53	154.090909091	56.4244539917	200.0	30.0	154.090909091	56.4244539917	5085	272207	102.716
1673.0004868507385	54	175.344827586	32.5568742273	200.0	75.0	175.344827586	32.5568742273	5085	277292	106.826
1675.3987619876862	55	160.46875	36.045097079	200.0	58.0	160.46875	36.045097079	5135	282427	99.052
1677.8022720813751	56	182.75	22.1885185883	200.0	129.0	182.75	22.1885185883	5117	287544	109.291
1680.1318352222443	57	171.9	43.519612437	200.0	23.0	171.9	43.519612437	5157	292701	106.915
1682.4546310901642	58	167.633333333	47.199211387	200.0	26.0	167.633333333	47.199211387	5029	297730	106.3
1684.9005947113037	59	176.689655172	44.9805348309	200.0	30.0	176.689655172	44.9805348309	5124	302854	109.819
1946.8325390815735	60	174.793103448	30.4352102244	200.0	93.0	174.793103448	30.4352102244	5069	307923	105.484
1949.1807689666748	61	187.037037037	21.2018194214	200.0	120.0	187.037037037	21.2018194214	5050	312973	111.49
1951.8033423423767	62	191.666666667	17.4100864763	200.0	141.0	191.666666667	17.4100864763	5175	318148	112.374
1954.098181962967	63	179.75	31.7609654855	200.0	93.0	179.75	31.7609654855	5033	323181	108.887
1956.5130453109741	64	196.038461538	13.2533907686	200.0	133.0	196.038461538	13.2533907686	5097	328278	113.248
1958.967776298523	65	178.206896552	37.6511934237	200.0	74.0	178.206896552	37.6511934237	5168	333446	108.168
1961.3795275688171	66	185.321428571	36.2028546343	200.0	77.0	185.321428571	36.2028546343	5189	338635	110.816
1963.7522342205048	67	188.259259259	29.859662612	200.0	78.0	188.259259259	29.859662612	5083	343718	112.2
1966.1016681194305	68	181.142857143	43.2705065223	200.0	19.0	181.142857143	43.2705065223	5072	348790	111.207
1968.5261507034302	69	191.148148148	21.5160641171	200.0	112.0	191.148148148	21.5160641171	5161	353951	112.061
2229.42791724205	70	194.461538462	11.0357139438	200.0	162.0	194.461538462	11.0357139438	5056	359007	112.051
2231.8997836112976	71	191.814814815	28.9021811775	200.0	55.0	191.814814815	28.9021811775	5179	364186	112.993
2234.2556953430176	72	185.259259259	27.9000764536	200.0	88.0	185.259259259	27.9000764536	5002	369188	109.484
2236.603399515152	73	189.111111111	31.2769390059	200.0	38.0	189.111111111	31.2769390059	5106	374294	111.364
2239.0107519626617	74	171.7	42.9139837349	200.0	53.0	171.7	42.9139837349	5151	379445	106.042
2241.413718700409	75	180.178571429	31.9944789561	200.0	68.0	180.178571429	31.9944789561	5045	384490	106.556
2243.8168795108795	76	183.0	21.2938622948	200.0	133.0	183.0	21.2938622948	5124	389614	106.678
2246.310277223587	77	183.892857143	34.9962643779	200.0	28.0	183.892857143	34.9962643779	5149	394763	109.591
2248.6656336784363	78	189.222222222	20.5522519868	200.0	123.0	189.222222222	20.5522519868	5109	399872	110.107
2251.206328392029	79	186.703703704	26.216781189	200.0	79.0	186.703703704	26.216781189	5041	404913	108.79
2510.751999616623	80	186.592592593	28.4347977469	200.0	74.0	186.592592593	28.4347977469	5038	409951	109.85
2512.935376405716	81	185.259259259	28.4169909953	200.0	92.0	185.259259259	28.4169909953	5002	414953	109.999
2515.0861971378326	82	192.461538462	14.5052530782	200.0	152.0	192.461538462	14.5052530782	5004	419957	111.109
2517.197596311569	83	191.481481481	23.9372178376	200.0	82.0	191.481481481	23.9372178376	5170	425127	111.272
2519.306549310684	84	185.777777778	26.9283457061	200.0	83.0	185.777777778	26.9283457061	5016	430143	107.549
2521.5640873908997	85	192.5	23.3077240416	200.0	84.0	192.5	23.3077240416	5005	435148	110.214
2523.8465008735657	86	186.444444444	41.0368699021	200.0	13.0	186.444444444	41.0368699021	5034	440182	110.456
2526.0873970985413	87	190.148148148	19.7759743941	200.0	126.0	190.148148148	19.7759743941	5134	445316	109.064
2528.3331351280212	88	180.285714286	43.3563779645	200.0	40.0	180.285714286	43.3563779645	5048	450364	108.489
2530.635146856308	89	194.153846154	11.7561516064	200.0	150.0	194.153846154	11.7561516064	5048	455412	109.339
2794.3382194042206	90	194.5	13.059773823	200.0	146.0	194.5	13.059773823	5057	460469	110.97
2796.7504794597626	91	191.259259259	13.7829540257	200.0	157.0	191.259259259	13.7829540257	5164	465633	108.027
2799.0438764095306	92	193.230769231	13.411555558	200.0	149.0	193.230769231	13.411555558	5024	470657	107.389
2801.355313539505	93	189.444444444	21.9887737912	200.0	108.0	189.444444444	21.9887737912	5115	475772	109.058
2803.635880947113	94	193.576923077	14.3826098972	200.0	140.0	193.576923077	14.3826098972	5033	480805	109.481
2806.0337677001953	95	191.333333333	17.269111796	200.0	138.0	191.333333333	17.269111796	5166	485971	108.13
2808.600740671158	96	194.769230769	11.1538461538	200.0	161.0	194.769230769	11.1538461538	5064	491035	109.767
2811.017822742462	97	186.777777778	21.2015606227	200.0	109.0	186.777777778	21.2015606227	5043	496078	106.704
2813.4878726005554	98	183.535714286	24.9821109466	200.0	122.0	183.535714286	24.9821109466	5139	501217	107.003
2815.8653287887573	99	177.655172414	27.6483782178	200.0	107.0	177.655172414	27.6483782178	5152	506369	104.136
