Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
53.65388083457947	0	20.6	10.4861813831	62.0	9.0	20.6	10.4861813831	1030	1030
54.22714972496033	1	19.7843137255	10.7252930405	68.0	9.0	19.7843137255	10.7252930405	1009	2039
54.75451445579529	2	22.1956521739	12.9289354705	81.0	10.0	22.1956521739	12.9289354705	1021	3060
55.33083486557007	3	24.0952380952	11.5527970718	58.0	11.0	24.0952380952	11.5527970718	1012	4072
55.85654807090759	4	22.8863636364	12.2106806993	62.0	10.0	22.8863636364	12.2106806993	1007	5079
56.49009585380554	5	22.6739130435	12.9077906166	75.0	8.0	22.6739130435	12.9077906166	1043	6122
57.066529273986816	6	22.4666666667	10.7240125161	66.0	9.0	22.4666666667	10.7240125161	1011	7133
57.65721654891968	7	23.4651162791	12.0393711441	63.0	9.0	23.4651162791	12.0393711441	1009	8142
58.20248746871948	8	23.4186046512	11.4348153769	64.0	9.0	23.4186046512	11.4348153769	1007	9149
58.72579264640808	9	21.0612244898	9.35121549071	58.0	11.0	21.0612244898	9.35121549071	1032	10181
111.27265286445618	10	19.5576923077	8.23784293447	52.0	9.0	19.5576923077	8.23784293447	1017	11198
111.85523629188538	11	22.2444444444	9.91554459883	56.0	9.0	22.2444444444	9.91554459883	1001	12199
112.45085883140564	12	20.7346938776	8.40499246732	42.0	8.0	20.7346938776	8.40499246732	1016	13215
113.03324270248413	13	21.2708333333	11.435944035	58.0	9.0	21.2708333333	11.435944035	1021	14236
113.68797755241394	14	23.5348837209	13.2706159707	76.0	10.0	23.5348837209	13.2706159707	1012	15248
114.26713013648987	15	22.3777777778	9.9136020786	62.0	10.0	22.3777777778	9.9136020786	1007	16255
114.89928770065308	16	23.2954545455	10.0511861477	52.0	8.0	23.2954545455	10.0511861477	1025	17280
115.50512504577637	17	20.28	10.493883933	76.0	10.0	20.28	10.493883933	1014	18294
116.14961910247803	18	21.4375	13.5476108749	65.0	9.0	21.4375	13.5476108749	1029	19323
116.73918271064758	19	23.3720930233	14.2388646918	79.0	8.0	23.3720930233	14.2388646918	1005	20328
171.01989197731018	20	23.2444444444	15.8705255189	71.0	8.0	23.2444444444	15.8705255189	1046	21374
171.91623759269714	21	24.2380952381	11.5156405521	53.0	11.0	24.2380952381	11.5156405521	1018	22392
172.53277778625488	22	19.7254901961	8.80747995689	59.0	8.0	19.7254901961	8.80747995689	1006	23398
173.1368544101715	23	21.4166666667	9.82520850782	53.0	9.0	21.4166666667	9.82520850782	1028	24426
173.73697352409363	24	20.6734693878	10.552855799	70.0	8.0	20.6734693878	10.552855799	1013	25439
174.3410542011261	25	22.6382978723	14.0112804583	79.0	10.0	22.6382978723	14.0112804583	1064	26503
174.9457106590271	26	25.5	13.185218997	75.0	9.0	25.5	13.185218997	1020	27523
175.5740203857422	27	22.9772727273	10.1253252167	53.0	11.0	22.9772727273	10.1253252167	1011	28534
176.1938178539276	28	24.1627906977	11.4585810895	53.0	9.0	24.1627906977	11.4585810895	1039	29573
176.84127283096313	29	23.6818181818	15.0872805057	84.0	10.0	23.6818181818	15.0872805057	1042	30615
229.54657101631165	30	22.5111111111	14.4000342935	65.0	10.0	22.5111111111	14.4000342935	1013	31628
230.10448479652405	31	19.8235294118	8.94581922805	50.0	10.0	19.8235294118	8.94581922805	1011	32639
230.65912652015686	32	22.6	12.7059041394	59.0	9.0	22.6	12.7059041394	1017	33656
231.27549123764038	33	22.75	12.555558349	65.0	10.0	22.75	12.555558349	1001	34657
231.79058980941772	34	24.2619047619	15.1438491739	68.0	10.0	24.2619047619	15.1438491739	1019	35676
232.30690550804138	35	22.8863636364	12.4776453	68.0	9.0	22.8863636364	12.4776453	1007	36683
232.94473457336426	36	22.9090909091	12.9804366466	74.0	9.0	22.9090909091	12.9804366466	1008	37691
233.55973076820374	37	21.1458333333	8.73925431443	50.0	8.0	21.1458333333	8.73925431443	1015	38706
234.2006688117981	38	25.3414634146	15.9230003241	88.0	9.0	25.3414634146	15.9230003241	1039	39745
234.76571583747864	39	23.0681818182	12.0461191926	58.0	9.0	23.0681818182	12.0461191926	1015	40760
