Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	loss_
2.256911277770996	0	18.5740740741	8.11172414392	40.0	9.0	18.5740740741	8.11172414392	1003	1003	0.693353
3.026881217956543	1	20.74	11.6667219046	62.0	9.0	20.74	11.6667219046	1037	2040	0.693852
3.4163339138031006	2	22.0425531915	9.66889605529	54.0	10.0	22.0425531915	9.66889605529	1036	3076	0.693111
3.791691303253174	3	21.9565217391	10.1723335823	50.0	9.0	21.9565217391	10.1723335823	1010	4086	0.693278
4.152107238769531	4	21.7021276596	9.51798944802	48.0	10.0	21.7021276596	9.51798944802	1020	5106	0.69315
4.530940294265747	5	21.7608695652	10.7282333377	61.0	9.0	21.7608695652	10.7282333377	1001	6107	0.693146
4.944077014923096	6	21.3541666667	12.8216769303	61.0	9.0	21.3541666667	12.8216769303	1025	7132	0.69316
5.374387979507446	7	21.6170212766	9.55065596831	60.0	10.0	21.6170212766	9.55065596831	1016	8148	0.693146
5.783788442611694	8	22.8409090909	13.3125763879	67.0	8.0	22.8409090909	13.3125763879	1005	9153	0.693146
6.184046268463135	9	21.0816326531	14.5782011358	89.0	10.0	21.0816326531	14.5782011358	1033	10186	0.693146
7.275692701339722	10	22.4222222222	9.82850477808	46.0	10.0	22.4222222222	9.82850477808	1009	11195	0.693146
7.66398286819458	11	21.7608695652	12.6940328032	76.0	9.0	21.7608695652	12.6940328032	1001	12196	0.693146
8.157089471817017	12	24.0238095238	17.9051576704	95.0	9.0	24.0238095238	17.9051576704	1009	13205	0.693146
8.750737190246582	13	22.3043478261	11.7618941931	67.0	9.0	22.3043478261	11.7618941931	1026	14231	0.693146
9.428151607513428	14	20.5714285714	8.90310654336	43.0	10.0	20.5714285714	8.90310654336	1008	15239	0.693146
9.905395269393921	15	21.5319148936	11.2568675281	58.0	9.0	21.5319148936	11.2568675281	1012	16251	0.693146
10.372157335281372	16	24.5365853659	13.3015633796	72.0	11.0	24.5365853659	13.3015633796	1006	17257	0.693146
10.801788806915283	17	20.4489795918	10.4920985323	57.0	9.0	20.4489795918	10.4920985323	1002	18259	0.693146
11.202611923217773	18	20.22	11.6073941951	68.0	9.0	20.22	11.6073941951	1011	19270	0.693146
11.662172317504883	19	20.7142857143	8.99432927926	50.0	9.0	20.7142857143	8.99432927926	1015	20285	0.693146
13.300118684768677	20	20.8571428571	9.48683298051	51.0	11.0	20.8571428571	9.48683298051	1022	21307	0.693146
13.705259323120117	21	25.35	11.9594105206	60.0	12.0	25.35	11.9594105206	1014	22321	0.693146
14.11257815361023	22	21.3617021277	11.7987116713	68.0	9.0	21.3617021277	11.7987116713	1004	23325	0.693146
14.510511636734009	23	24.4146341463	13.8915233142	69.0	10.0	24.4146341463	13.8915233142	1001	24326	0.693146
14.913028717041016	24	24.2558139535	15.9885031707	79.0	8.0	24.2558139535	15.9885031707	1043	25369	0.693146
15.279846668243408	25	24.5365853659	13.3033968906	64.0	9.0	24.5365853659	13.3033968906	1006	26375	0.693146
15.707364797592163	26	24.0952380952	12.9776539149	61.0	10.0	24.0952380952	12.9776539149	1012	27387	0.693146
16.103346347808838	27	24.6097560976	14.0918209261	79.0	10.0	24.6097560976	14.0918209261	1009	28396	0.693146
16.50923752784729	28	21.9565217391	10.2043394898	56.0	10.0	21.9565217391	10.2043394898	1010	29406	0.693146
16.87947177886963	29	21.0208333333	9.71572947882	48.0	9.0	21.0208333333	9.71572947882	1009	30415	0.693146
18.095482349395752	30	23.6744186047	18.437475651	115.0	9.0	23.6744186047	18.437475651	1018	31433	0.693146
18.567696809768677	31	19.8431372549	6.79207308738	36.0	9.0	19.8431372549	6.79207308738	1012	32445	0.693146
18.988903284072876	32	21.3829787234	11.4419035604	68.0	10.0	21.3829787234	11.4419035604	1005	33450	0.693146
19.395951986312866	33	25.1951219512	14.9065700234	76.0	8.0	25.1951219512	14.9065700234	1033	34483	0.693146
19.821239471435547	34	22.4222222222	9.59047881759	52.0	9.0	22.4222222222	9.59047881759	1009	35492	0.693146
20.45280885696411	35	20.4897959184	9.92445433442	60.0	9.0	20.4897959184	9.92445433442	1004	36496	0.693146
20.849626302719116	36	19.8235294118	10.0346573597	48.0	9.0	19.8235294118	10.0346573597	1011	37507	0.693146
21.286766290664673	37	21.7608695652	9.56939138178	57.0	9.0	21.7608695652	9.56939138178	1001	38508	0.693146
21.71852135658264	38	20.4489795918	9.82927992565	57.0	9.0	20.4489795918	9.82927992565	1002	39510	0.693146
22.165985107421875	39	20.693877551	8.58381029906	44.0	8.0	20.693877551	8.58381029906	1014	40524	0.693146
23.73332142829895	40	22.6444444444	9.88187016838	56.0	11.0	22.6444444444	9.88187016838	1019	41543	0.693146
24.15897011756897	41	18.9433962264	8.05737701207	43.0	10.0	18.9433962264	8.05737701207	1004	42547	0.693146
24.620531797409058	42	23.0681818182	10.5321967994	51.0	9.0	23.0681818182	10.5321967994	1015	43562	0.693146
25.005104780197144	43	20.2352941176	9.12352751545	43.0	9.0	20.2352941176	9.12352751545	1032	44594	0.693146
25.595420122146606	44	21.375	11.6308229144	78.0	10.0	21.375	11.6308229144	1026	45620	0.693146
26.089543342590332	45	22.4444444444	9.98789390669	57.0	9.0	22.4444444444	9.98789390669	1010	46630	0.693146
26.556772232055664	46	24.5853658537	11.5018039089	50.0	9.0	24.5853658537	11.5018039089	1008	47638	0.693146
27.020633220672607	47	21.3125	9.37229127535	47.0	9.0	21.3125	9.37229127535	1023	48661	0.693146
27.514572381973267	48	21.6808510638	8.5405326033	48.0	9.0	21.6808510638	8.5405326033	1019	49680	0.693146
28.050297737121582	49	23.0	10.0702080867	56.0	12.0	23.0	10.0702080867	1012	50692	0.693146
29.556153535842896	50	22.0869565217	10.678760079	61.0	9.0	22.0869565217	10.678760079	1016	51708	0.693146
30.03918766975403	51	23.880952381	12.5758695258	65.0	9.0	23.880952381	12.5758695258	1003	52711	0.693146
30.548451900482178	52	21.5957446809	11.9638810583	59.0	10.0	21.5957446809	11.9638810583	1015	53726	0.693146
31.263269662857056	53	23.0454545455	14.218992653	77.0	10.0	23.0454545455	14.218992653	1014	54740	0.693146
31.97925114631653	54	21.7446808511	9.50580580735	52.0	10.0	21.7446808511	9.50580580735	1022	55762	0.693146
32.38530707359314	55	21.9361702128	9.28371774237	43.0	10.0	21.9361702128	9.28371774237	1031	56793	0.693146
32.79035544395447	56	23.1363636364	11.8083000645	69.0	9.0	23.1363636364	11.8083000645	1018	57811	0.693146
33.29529666900635	57	24.023255814	12.3485963275	53.0	9.0	24.023255814	12.3485963275	1033	58844	0.693146
33.79736828804016	58	21.0833333333	11.0808267842	56.0	10.0	21.0833333333	11.0808267842	1012	59856	0.693146
34.21704339981079	59	23.511627907	14.6006882492	87.0	10.0	23.511627907	14.6006882492	1011	60867	0.693146
35.755799293518066	60	24.4634146341	11.8837818588	55.0	8.0	24.4634146341	11.8837818588	1003	61870	0.693146
36.154406785964966	61	22.0652173913	10.9631837924	61.0	9.0	22.0652173913	10.9631837924	1015	62885	0.693146
36.57424187660217	62	24.2380952381	14.1653660868	71.0	9.0	24.2380952381	14.1653660868	1018	63903	0.693146
36.97458744049072	63	20.5918367347	9.99983340136	58.0	9.0	20.5918367347	9.99983340136	1009	64912	0.693146
37.382469177246094	64	22.8409090909	9.83255996865	44.0	10.0	22.8409090909	9.83255996865	1005	65917	0.693146
37.839516162872314	65	23.3488372093	10.0600146122	60.0	8.0	23.3488372093	10.0600146122	1004	66921	0.693146
38.29294276237488	66	22.6666666667	11.4523166021	52.0	9.0	22.6666666667	11.4523166021	1020	67941	0.693146
38.77703595161438	67	22.6888888889	11.6176536591	50.0	8.0	22.6888888889	11.6176536591	1021	68962	0.693146
39.24744772911072	68	24.6097560976	13.4379841127	64.0	10.0	24.6097560976	13.4379841127	1009	69971	0.693146
39.68417763710022	69	22.7727272727	9.86929037783	49.0	10.0	22.7727272727	9.86929037783	1002	70973	0.693146
40.95630931854248	70	20.14	9.38085283969	46.0	9.0	20.14	9.38085283969	1007	71980	0.693146
41.337260007858276	71	22.7727272727	11.9103920178	61.0	9.0	22.7727272727	11.9103920178	1002	72982	0.693146
41.71061682701111	72	24.5853658537	15.5249219153	91.0	10.0	24.5853658537	15.5249219153	1008	73990	0.693146
42.11860775947571	73	20.8979591837	10.0534183403	53.0	9.0	20.8979591837	10.0534183403	1024	75014	0.693146
42.5443217754364	74	22.9555555556	11.8994968251	53.0	9.0	22.9555555556	11.8994968251	1033	76047	0.693146
