Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
52.88250994682312	0	19.8235294118	11.5414103232	74.0	10.0	19.8235294118	11.5414103232	1011	1011
53.563312292099	1	19.0566037736	7.76886649254	48.0	9.0	19.0566037736	7.76886649254	1010	2021
54.1552312374115	2	22.1914893617	13.3729455338	72.0	8.0	22.1914893617	13.3729455338	1043	3064
54.710328817367554	3	22.9772727273	12.6858701575	76.0	9.0	22.9772727273	12.6858701575	1011	4075
55.32898163795471	4	21.9565217391	10.9345016819	54.0	9.0	21.9565217391	10.9345016819	1010	5085
55.85623621940613	5	20.1	7.97558775264	42.0	10.0	20.1	7.97558775264	1005	6090
56.67047905921936	6	20.12	8.78097944423	45.0	8.0	20.12	8.78097944423	1006	7096
57.49385595321655	7	23.0222222222	12.1004846347	72.0	11.0	23.0222222222	12.1004846347	1036	8132
58.060197830200195	8	22.4888888889	13.05649642	78.0	8.0	22.4888888889	13.05649642	1012	9144
58.67752814292908	9	19.4230769231	7.92597034546	42.0	9.0	19.4230769231	7.92597034546	1010	10154
111.8465678691864	10	20.54	11.0330594125	69.0	9.0	20.54	11.0330594125	1027	11181
112.47279930114746	11	21.0625	8.16345068481	39.0	10.0	21.0625	8.16345068481	1011	12192
113.10099768638611	12	21.3191489362	12.0603207024	66.0	10.0	21.3191489362	12.0603207024	1002	13194
113.7019464969635	13	23.1136363636	12.7942030714	76.0	11.0	23.1136363636	12.7942030714	1017	14211
114.24787950515747	14	25.325	12.9641573193	73.0	9.0	25.325	12.9641573193	1013	15224
114.80133152008057	15	21.0625	9.71983849746	50.0	10.0	21.0625	9.71983849746	1011	16235
115.37119674682617	16	24.119047619	12.8567239791	65.0	8.0	24.119047619	12.8567239791	1013	17248
115.931325674057	17	21.125	14.1886471636	89.0	9.0	21.125	14.1886471636	1014	18262
116.43994665145874	18	19.7647058824	9.41752274844	58.0	10.0	19.7647058824	9.41752274844	1008	19270
116.95881533622742	19	20.44	9.58156563407	46.0	9.0	20.44	9.58156563407	1022	20292
169.0228397846222	20	21.0	8.1980688783	39.0	9.0	21.0	8.1980688783	1008	21300
169.60333108901978	21	23.1818181818	10.0504923608	52.0	10.0	23.1818181818	10.0504923608	1020	22320
170.18865060806274	22	24.2380952381	7.64326508331	43.0	11.0	24.2380952381	7.64326508331	1018	23338
170.77613949775696	23	22.4888888889	11.6440203485	65.0	9.0	22.4888888889	11.6440203485	1012	24350
171.33008790016174	24	20.8541666667	8.65300907039	47.0	9.0	20.8541666667	8.65300907039	1001	25351
171.83620738983154	25	24.5365853659	10.2340835637	54.0	9.0	24.5365853659	10.2340835637	1006	26357
172.43453574180603	26	22.9111111111	15.5274985067	92.0	9.0	22.9111111111	15.5274985067	1031	27388
172.99681305885315	27	25.075	11.5117059987	57.0	13.0	25.075	11.5117059987	1003	28391
173.5547845363617	28	20.7551020408	10.987062173	55.0	9.0	20.7551020408	10.987062173	1017	29408
174.05001091957092	29	22.3777777778	10.916427761	64.0	11.0	22.3777777778	10.916427761	1007	30415
226.8283612728119	30	21.7234042553	11.5458422611	59.0	9.0	21.7234042553	11.5458422611	1021	31436
227.48618531227112	31	21.5957446809	10.8346559302	55.0	10.0	21.5957446809	10.8346559302	1015	32451
228.032310962677	32	21.5319148936	10.4450967094	49.0	9.0	21.5319148936	10.4450967094	1012	33463
228.6064693927765	33	23.4186046512	11.6364154917	68.0	10.0	23.4186046512	11.6364154917	1007	34470
229.17754220962524	34	22.8863636364	13.3301024839	64.0	9.0	22.8863636364	13.3301024839	1007	35477
229.73140931129456	35	22.0217391304	12.8087760852	71.0	10.0	22.0217391304	12.8087760852	1013	36490
230.29821681976318	36	22.3333333333	12.7191893522	63.0	9.0	22.3333333333	12.7191893522	1005	37495
231.0307936668396	37	24.119047619	13.4114421315	63.0	10.0	24.119047619	13.4114421315	1013	38508
231.73336720466614	38	21.7826086957	10.5396003626	54.0	9.0	21.7826086957	10.5396003626	1002	39510
232.53084802627563	39	23.1136363636	14.9015190029	81.0	9.0	23.1136363636	14.9015190029	1017	40527
286.68004608154297	40	23.8181818182	12.2720538536	61.0	8.0	23.8181818182	12.2720538536	1048	41575
287.3271698951721	41	20.1176470588	9.74709018183	56.0	10.0	20.1176470588	9.74709018183	1026	42601
287.9885747432709	42	20.1923076923	9.15683532319	52.0	9.0	20.1923076923	9.15683532319	1050	43651
288.5680251121521	43	20.2	8.16578226504	50.0	9.0	20.2	8.16578226504	1010	44661
289.14255833625793	44	21.7446808511	11.6463273091	71.0	9.0	21.7446808511	11.6463273091	1022	45683
289.67826199531555	45	20.1568627451	10.0398667068	64.0	9.0	20.1568627451	10.0398667068	1028	46711
290.2045545578003	46	23.3953488372	7.83889982457	45.0	11.0	23.3953488372	7.83889982457	1006	47717
290.74447798728943	47	23.2727272727	10.8237189802	74.0	8.0	23.2727272727	10.8237189802	1024	48741
291.3665232658386	48	21.3829787234	10.6462523453	64.0	10.0	21.3829787234	10.6462523453	1005	49746
292.0090961456299	49	23.25	10.7367783385	54.0	10.0	23.25	10.7367783385	1023	50769
346.02841353416443	50	22.7173913043	12.6123870159	66.0	9.0	22.7173913043	12.6123870159	1045	51814
346.93788838386536	51	23.4418604651	11.4329233389	51.0	9.0	23.4418604651	11.4329233389	1008	52822
347.73886728286743	52	23.9523809524	12.7166040333	62.0	11.0	23.9523809524	12.7166040333	1006	53828
348.6125018596649	53	19.9019607843	10.7744339771	64.0	9.0	19.9019607843	10.7744339771	1015	54843
349.19185090065	54	24.119047619	10.1376299967	53.0	9.0	24.119047619	10.1376299967	1013	55856
350.4469838142395	55	25.3	16.7364870866	79.0	9.0	25.3	16.7364870866	1012	56868
351.71865606307983	56	20.9375	9.82006078138	55.0	8.0	20.9375	9.82006078138	1005	57873
353.19367718696594	57	22.2888888889	11.9510524357	73.0	9.0	22.2888888889	11.9510524357	1003	58876
353.7653875350952	58	21.5531914894	10.7975736255	68.0	11.0	21.5531914894	10.7975736255	1013	59889
354.26451992988586	59	21.7608695652	11.0516274281	58.0	9.0	21.7608695652	11.0516274281	1001	60890
408.9432544708252	60	24.8780487805	16.1157325374	90.0	9.0	24.8780487805	16.1157325374	1020	61910
409.55452251434326	61	21.8043478261	9.98176503782	54.0	10.0	21.8043478261	9.98176503782	1003	62913
410.2645115852356	62	19.2884615385	11.1843581337	61.0	10.0	19.2884615385	11.1843581337	1003	63916
410.97800970077515	63	24.8780487805	15.4101568058	88.0	10.0	24.8780487805	15.4101568058	1020	64936
411.803649187088	64	24.4634146341	12.6415836477	62.0	10.0	24.4634146341	12.6415836477	1003	65939
412.60402035713196	65	25.2682926829	8.26991134598	42.0	10.0	25.2682926829	8.26991134598	1036	66975
413.23831939697266	66	20.5714285714	12.0051009567	77.0	9.0	20.5714285714	12.0051009567	1008	67983
413.8754849433899	67	23.8333333333	14.0660290986	72.0	10.0	23.8333333333	14.0660290986	1001	68984
414.65545630455017	68	20.7346938776	8.62785122397	44.0	10.0	20.7346938776	8.62785122397	1016	70000
415.47090792655945	69	25.9487179487	16.9160047383	90.0	8.0	25.9487179487	16.9160047383	1012	71012
469.4372000694275	70	22.0425531915	9.13249388421	46.0	11.0	22.0425531915	9.13249388421	1036	72048
470.03279280662537	71	19.8431372549	8.42585318661	43.0	9.0	19.8431372549	8.42585318661	1012	73060
470.5975806713104	72	27.0526315789	13.867696975	69.0	11.0	27.0526315789	13.867696975	1028	74088
471.1851804256439	73	20.6530612245	11.6278185443	68.0	9.0	20.6530612245	11.6278185443	1012	75100
471.80004930496216	74	24.5609756098	14.3085319601	58.0	10.0	24.5609756098	14.3085319601	1007	76107
472.4134783744812	75	23.0	13.1598563131	79.0	10.0	23.0	13.1598563131	1012	77119
473.0198621749878	76	27.4054054054	13.4756225539	66.0	9.0	27.4054054054	13.4756225539	1014	78133
473.60450315475464	77	20.5714285714	8.58807906582	46.0	9.0	20.5714285714	8.58807906582	1008	79141
474.1626455783844	78	22.9555555556	9.98878383334	53.0	10.0	22.9555555556	9.98878383334	1033	80174
474.77941155433655	79	22.7826086957	11.10995058	63.0	10.0	22.7826086957	11.10995058	1048	81222
526.8668789863586	80	24.5853658537	12.4017614991	66.0	10.0	24.5853658537	12.4017614991	1008	82230
527.5472729206085	81	24.3181818182	13.7721271996	73.0	10.0	24.3181818182	13.7721271996	1070	83300
528.1303241252899	82	22.9318181818	12.7393408693	63.0	9.0	22.9318181818	12.7393408693	1009	84309
528.7000770568848	83	22.6	12.5351062576	59.0	9.0	22.6	12.5351062576	1017	85326
529.2666323184967	84	18.9814814815	9.69056574571	56.0	9.0	18.9814814815	9.69056574571	1025	86351
529.8440072536469	85	22.7954545455	12.1123144426	73.0	8.0	22.7954545455	12.1123144426	1003	87354
530.4260063171387	86	23.3488372093	11.1248385845	58.0	10.0	23.3488372093	11.1248385845	1004	88358
531.0197689533234	87	25.425	14.1153949644	77.0	9.0	25.425	14.1153949644	1017	89375
531.5633430480957	88	22.152173913	11.3290073845	52.0	9.0	22.152173913	11.3290073845	1019	90394
532.185316324234	89	24.0238095238	11.162198314	56.0	10.0	24.0238095238	11.162198314	1009	91403
585.088898897171	90	21.1875	10.166645321	65.0	9.0	21.1875	10.166645321	1017	92420
585.7339265346527	91	24.880952381	14.7296306179	59.0	10.0	24.880952381	14.7296306179	1045	93465
586.3129122257233	92	19.4423076923	7.9937799414	50.0	10.0	19.4423076923	7.9937799414	1011	94476
586.9560787677765	93	21.0625	11.6268479714	62.0	9.0	21.0625	11.6268479714	1011	95487
587.553450345993	94	21.8260869565	10.5630700985	56.0	9.0	21.8260869565	10.5630700985	1004	96491
588.1503345966339	95	20.54	10.7818551279	69.0	10.0	20.54	10.7818551279	1027	97518
588.703647851944	96	25.275	15.0830824104	67.0	9.0	25.275	15.0830824104	1011	98529
589.3294899463654	97	21.1875	9.76741233644	57.0	9.0	21.1875	9.76741233644	1017	99546
589.9593765735626	98	20.612244898	9.9320473392	57.0	8.0	20.612244898	9.9320473392	1010	100556
590.5213899612427	99	21.0416666667	9.40070549953	56.0	9.0	21.0416666667	9.40070549953	1010	101566
