Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
60.12236785888672	0	22.0217391304	11.9900123843	72.0	9.0	22.0217391304	11.9900123843	1013	1013
61.36594867706299	1	22.6739130435	14.8866066852	81.0	9.0	22.6739130435	14.8866066852	1043	2056
62.1832058429718	2	24.4146341463	14.8783286659	66.0	10.0	24.4146341463	14.8783286659	1001	3057
62.74151039123535	3	21.7234042553	11.0678797825	64.0	8.0	21.7234042553	11.0678797825	1021	4078
63.473262786865234	4	24.4146341463	10.8784315803	55.0	9.0	24.4146341463	10.8784315803	1001	5079
64.06479454040527	5	22.9772727273	10.1185891856	49.0	9.0	22.9772727273	10.1185891856	1011	6090
64.70244789123535	6	23.5813953488	16.7349134532	102.0	9.0	23.5813953488	16.7349134532	1014	7104
65.46725177764893	7	22.8723404255	13.8588891841	97.0	10.0	22.8723404255	13.8588891841	1075	8179
66.03149199485779	8	20.48	12.015390131	67.0	10.0	20.48	12.015390131	1024	9203
66.5859260559082	9	21.4680851064	9.62454986807	51.0	8.0	21.4680851064	9.62454986807	1009	10212
